LocusID	GOterm	GOdesc	Ontology
Solyc01g006350	GO:0003843	"1	3-beta-D-glucan synthase activity"	MF
Solyc01g006350	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	BP
Solyc01g006350	GO:0016020	membrane	CC
Solyc01g006370	GO:0000148	"1	3-beta-D-glucan synthase complex"	CC
Solyc01g006370	GO:0003843	"1	3-beta-D-glucan synthase activity"	MF
Solyc01g006370	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	BP
Solyc01g006370	GO:0016020	membrane	CC
Solyc01g006430	GO:0006629	lipid metabolic process	BP
Solyc01g006440	GO:0016020	membrane	CC
Solyc01g006440	GO:0022857	transmembrane transporter activity	MF
Solyc01g006440	GO:0055085	transmembrane transport	BP
Solyc01g006510	GO:0055114	oxidoreductase process	MF
Solyc01g006520	GO:0004672	protein kinase activity	MF
Solyc01g006520	GO:0005524	ATP binding	MF
Solyc01g006520	GO:0006468	protein phosphorylation	BP
Solyc01g006530	GO:0004672	protein kinase activity	MF
Solyc01g006530	GO:0005524	ATP binding	MF
Solyc01g006530	GO:0006468	protein phosphorylation	BP
Solyc01g006540	GO:0016702	"oxidoreductase activity	 acting on single donors with incorporation of molecular oxygen	 incorporation of two atoms of oxygen"	MF
Solyc01g006540	GO:0046872	metal ion binding	MF
Solyc01g006540	GO:0055114	oxidoreductase process	MF
Solyc01g006555	GO:0016702	"oxidoreductase activity	 acting on single donors with incorporation of molecular oxygen	 incorporation of two atoms of oxygen"	MF
Solyc01g006555	GO:0046872	metal ion binding	MF
Solyc01g006555	GO:0055114	oxidoreductase process	MF
Solyc01g006580	GO:0016491	oxidoreductase activity	MF
Solyc01g006580	GO:0055114	oxidoreductase process	MF
Solyc01g006590	GO:0004672	protein kinase activity	MF
Solyc01g006590	GO:0006468	protein phosphorylation	BP
Solyc01g006610	GO:0016491	oxidoreductase activity	MF
Solyc01g006610	GO:0055114	oxidoreductase process	MF
Solyc01g006630	GO:0016491	oxidoreductase activity	MF
Solyc01g006640	GO:0003824	catalytic activity	MF
Solyc01g006650	GO:0005634	nucleus	CC
Solyc01g006660	GO:0004252	serine-type endopeptidase activity	MF
Solyc01g006660	GO:0006508	proteolysis	BP
Solyc01g006670	GO:0016758	hexosyltransferase activity	MF
Solyc01g006710	GO:0004386	helicase activity	MF
Solyc01g006720	GO:0016020	membrane	CC
Solyc01g006740	GO:0005986	sucrose biosynthetic process	BP
Solyc01g006740	GO:0050307	sucrose-phosphate phosphatase activity	MF
Solyc01g006840	GO:0005509	calcium ion binding	MF
Solyc01g006860	GO:0051259	protein complex oligomerization	BP
Solyc01g006870	GO:0008289	lipid binding	MF
Solyc01g006880	GO:0005515	protein binding	MF
Solyc01g006930	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g006930	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g006950	GO:0016020	membrane	CC
Solyc01g006970	GO:0003676	nucleic acid binding	MF
Solyc01g006970	GO:0005524	ATP binding	MF
Solyc01g006990	GO:0005515	protein binding	MF
Solyc01g007010	GO:0004842	ubiquitin-protein transferase activity	MF
Solyc01g007010	GO:0016567	protein ubiquitination	BP
Solyc01g007040	GO:0004842	ubiquitin-protein transferase activity	MF
Solyc01g007040	GO:0016567	protein ubiquitination	BP
Solyc01g007070	GO:0003677	DNA binding	MF
Solyc01g007070	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g007080	GO:0015743	malate transport	BP
Solyc01g007090	GO:0015743	malate transport	BP
Solyc01g007120	GO:0004674	protein serine/threonine kinase activity	MF
Solyc01g007120	GO:0005524	ATP binding	MF
Solyc01g007120	GO:0006468	protein phosphorylation	BP
Solyc01g007130	GO:0004672	protein kinase activity	MF
Solyc01g007130	GO:0005524	ATP binding	MF
Solyc01g007130	GO:0006468	protein phosphorylation	BP
Solyc01g007150	GO:0006886	intracellular protein transport	BP
Solyc01g007150	GO:0016192	vesicle-mediated transport	BP
Solyc01g007150	GO:0030117	membrane coat	CC
Solyc01g007750	GO:0003690	double-stranded DNA binding	MF
Solyc01g007750	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g007760	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g007760	GO:0005667	transcription regulator complex	CC
Solyc01g007760	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g007850	GO:0008270	zinc ion binding	MF
Solyc01g007910	GO:0048037	GO:0048037	
Solyc01g007920	GO:0003824	catalytic activity	MF
Solyc01g007940	GO:0009058	biosynthetic process	BP
Solyc01g007940	GO:0030170	pyridoxal phosphate binding	MF
Solyc01g007960	GO:0004672	protein kinase activity	MF
Solyc01g007960	GO:0005524	ATP binding	MF
Solyc01g007960	GO:0006468	protein phosphorylation	BP
Solyc01g007980	GO:0004672	protein kinase activity	MF
Solyc01g007980	GO:0006468	protein phosphorylation	BP
Solyc01g007990	GO:0004672	protein kinase activity	MF
Solyc01g007990	GO:0005524	ATP binding	MF
Solyc01g007990	GO:0006468	protein phosphorylation	BP
Solyc01g008000	GO:0005525	GTP binding	MF
Solyc01g008020	GO:0005337	nucleoside transmembrane transporter activity	MF
Solyc01g008020	GO:0016021	integral component of membrane	CC
Solyc01g008020	GO:1901642	nucleoside transmembrane transport	BP
Solyc01g008060	GO:0003676	nucleic acid binding	MF
Solyc01g008060	GO:0004523	RNA-DNA hybrid ribonuclease activity	MF
Solyc01g008080	GO:0003735	structural constituent of ribosome	MF
Solyc01g008080	GO:0005622	intracellular anatomical structure	CC
Solyc01g008080	GO:0005840	ribosome	CC
Solyc01g008080	GO:0006412	translation	BP
Solyc01g008090	GO:0003735	structural constituent of ribosome	MF
Solyc01g008090	GO:0005622	intracellular anatomical structure	CC
Solyc01g008090	GO:0005840	ribosome	CC
Solyc01g008090	GO:0006412	translation	BP
Solyc01g008110	GO:0005506	iron ion binding	MF
Solyc01g008110	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc01g008110	GO:0020037	heme binding	MF
Solyc01g008110	GO:0055114	oxidoreductase process	MF
Solyc01g008120	GO:0003712	transcription coregulator activity	MF
Solyc01g008120	GO:0004402	histone acetyltransferase activity	MF
Solyc01g008120	GO:0005634	nucleus	CC
Solyc01g008120	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g008120	GO:0008270	zinc ion binding	MF
Solyc01g008130	GO:0035556	intracellular signal transduction	BP
Solyc01g008140	GO:0004672	protein kinase activity	MF
Solyc01g008140	GO:0005524	ATP binding	MF
Solyc01g008140	GO:0006468	protein phosphorylation	BP
Solyc01g008170	GO:0046872	metal ion binding	MF
Solyc01g008240	GO:0016021	integral component of membrane	CC
Solyc01g008240	GO:0022857	transmembrane transporter activity	MF
Solyc01g008240	GO:0055085	transmembrane transport	BP
Solyc01g008250	GO:0045454	cell redox homeostasis	BP
Solyc01g008290	GO:0005737	cytoplasm	CC
Solyc01g008290	GO:0016627	"oxidoreductase activity	 acting on the CH-CH group of donors"	MF
Solyc01g008290	GO:0055114	oxidoreductase process	MF
Solyc01g008300	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc01g008320	GO:0046872	metal ion binding	MF
Solyc01g008340	GO:0003735	structural constituent of ribosome	MF
Solyc01g008340	GO:0005622	intracellular anatomical structure	CC
Solyc01g008340	GO:0005840	ribosome	CC
Solyc01g008340	GO:0006412	translation	BP
Solyc01g008360	GO:0003676	nucleic acid binding	MF
Solyc01g008390	GO:0005515	protein binding	MF
Solyc01g008410	GO:0005515	protein binding	MF
Solyc01g008420	GO:0006855	xenobiotic transmembrane transport	BP
Solyc01g008420	GO:0015238	xenobiotic transmembrane transporter activity	MF
Solyc01g008420	GO:0015297	antiporter activity	MF
Solyc01g008420	GO:0016020	membrane	CC
Solyc01g008420	GO:0055085	transmembrane transport	BP
Solyc01g008440	GO:0005509	calcium ion binding	MF
Solyc01g008460	GO:0009055	electron transfer activity	MF
Solyc01g008460	GO:0051536	iron-sulfur cluster binding	MF
Solyc01g008470	GO:0015031	protein transport	BP
Solyc01g008470	GO:0030176	GO:0030176	CC
Solyc01g008490	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g008490	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g008500	GO:0004672	protein kinase activity	MF
Solyc01g008500	GO:0005524	ATP binding	MF
Solyc01g008500	GO:0006468	protein phosphorylation	BP
Solyc01g008530	GO:0003824	catalytic activity	MF
Solyc01g008530	GO:0050662	(OBSOLETE) coenzyme binding	
Solyc01g008540	GO:0003824	catalytic activity	MF
Solyc01g008540	GO:0050662	(OBSOLETE) coenzyme binding	
Solyc01g008550	GO:0003824	catalytic activity	MF
Solyc01g008550	GO:0050662	(OBSOLETE) coenzyme binding	
Solyc01g008560	GO:0003951	NAD+ kinase activity	MF
Solyc01g008560	GO:0006741	NADP biosynthetic process	BP
Solyc01g008570	GO:0004672	protein kinase activity	MF
Solyc01g008570	GO:0006468	protein phosphorylation	BP
Solyc01g008580	GO:0016020	membrane	CC
Solyc01g008580	GO:0030001	metal ion transport	BP
Solyc01g008580	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc01g008580	GO:0055085	transmembrane transport	BP
Solyc01g008590	GO:0016020	membrane	CC
Solyc01g008590	GO:0030001	metal ion transport	BP
Solyc01g008590	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc01g008590	GO:0055085	transmembrane transport	BP
Solyc01g008610	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc01g008610	GO:0005975	carbohydrate metabolic process	BP
Solyc01g008620	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc01g008620	GO:0005975	carbohydrate metabolic process	BP
Solyc01g008640	GO:0005506	iron ion binding	MF
Solyc01g008640	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc01g008640	GO:0020037	heme binding	MF
Solyc01g008640	GO:0055114	oxidoreductase process	MF
Solyc01g008650	GO:0005506	iron ion binding	MF
Solyc01g008650	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc01g008650	GO:0020037	heme binding	MF
Solyc01g008650	GO:0055114	oxidoreductase process	MF
Solyc01g008660	GO:0005515	protein binding	MF
Solyc01g008670	GO:0005506	iron ion binding	MF
Solyc01g008670	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc01g008670	GO:0020037	heme binding	MF
Solyc01g008670	GO:0055114	oxidoreductase process	MF
Solyc01g008710.5	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc01g008710.5	GO:0005975	carbohydrate metabolic process	BP
Solyc01g008720	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc01g008720	GO:0005975	carbohydrate metabolic process	BP
Solyc01g008730	GO:0006351	DNA-templated transcription	BP
Solyc01g008730	GO:0043565	sequence-specific DNA binding	MF
Solyc01g008740	GO:0005509	calcium ion binding	MF
Solyc01g008770	GO:0007165	signal transduction	BP
Solyc01g008790	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc01g008800	GO:0005515	protein binding	MF
Solyc01g008820	GO:0004190	aspartic-type endopeptidase activity	MF
Solyc01g008820	GO:0016021	integral component of membrane	CC
Solyc01g008830	GO:0005507	copper ion binding	MF
Solyc01g008830	GO:0016491	oxidoreductase activity	MF
Solyc01g008830	GO:0055114	oxidoreductase process	MF
Solyc01g008850	GO:0004672	protein kinase activity	MF
Solyc01g008850	GO:0005524	ATP binding	MF
Solyc01g008850	GO:0006468	protein phosphorylation	BP
Solyc01g008860	GO:0004672	protein kinase activity	MF
Solyc01g008860	GO:0005524	ATP binding	MF
Solyc01g008860	GO:0006468	protein phosphorylation	BP
Solyc01g008870	GO:0004672	protein kinase activity	MF
Solyc01g008870	GO:0005524	ATP binding	MF
Solyc01g008870	GO:0006468	protein phosphorylation	BP
Solyc01g008880	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g008880	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g008890	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g008890	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g008930	GO:0010024	phytochromobilin biosynthetic process	BP
Solyc01g008930	GO:0016636	"oxidoreductase activity	 acting on the CH-CH group of donors	 iron-sulfur protein as acceptor"	MF
Solyc01g008930	GO:0050897	cobalt ion binding	MF
Solyc01g008930	GO:0055114	oxidoreductase process	MF
Solyc01g008960	GO:0003676	nucleic acid binding	MF
Solyc01g008970	GO:0003676	nucleic acid binding	MF
Solyc01g008980	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g008980	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g008990	GO:0000445	THO complex part of transcription export complex	CC
Solyc01g008990	GO:0006397	mRNA processing	BP
Solyc01g009000	GO:0061630	ubiquitin protein ligase activity	MF
Solyc01g009010	GO:0005524	ATP binding	MF
Solyc01g009020	GO:0004869	cysteine-type endopeptidase inhibitor activity	MF
Solyc01g009050	GO:0032324	molybdopterin cofactor biosynthetic process	BP
Solyc01g009060	GO:0005515	protein binding	MF
Solyc01g009170	GO:0005634	nucleus	CC
Solyc01g009180	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	MF
Solyc01g009180	GO:0008270	zinc ion binding	MF
Solyc01g009180	GO:0009086	methionine biosynthetic process	BP
Solyc01g009230	GO:0016491	oxidoreductase activity	MF
Solyc01g009230	GO:0046872	metal ion binding	MF
Solyc01g009230	GO:0055114	oxidoreductase process	MF
Solyc01g009240	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc01g009240	GO:0005975	carbohydrate metabolic process	BP
Solyc01g009280	GO:0016787	hydrolase activity	MF
Solyc01g009300	GO:0004672	protein kinase activity	MF
Solyc01g009300	GO:0005524	ATP binding	MF
Solyc01g009300	GO:0006468	protein phosphorylation	BP
Solyc01g009310	GO:0016020	membrane	CC
Solyc01g009330	GO:0004842	ubiquitin-protein transferase activity	MF
Solyc01g009330	GO:0016567	protein ubiquitination	BP
Solyc01g009370	GO:0005506	iron ion binding	MF
Solyc01g009370	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc01g009370	GO:0020037	heme binding	MF
Solyc01g009370	GO:0055114	oxidoreductase process	MF
Solyc01g009380	GO:0016021	integral component of membrane	CC
Solyc01g009380	GO:0016485	protein processing	BP
Solyc01g009390	GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP
Solyc01g009390	GO:0008047	enzyme activator activity	MF
Solyc01g009390	GO:0043085	positive regulation of catalytic activity	BP
Solyc01g009400	GO:0004601	peroxidase activity	MF
Solyc01g009400	GO:0006979	response to oxidative stress	BP
Solyc01g009400	GO:0020037	heme binding	MF
Solyc01g009400	GO:0055114	oxidoreductase process	MF
Solyc01g009410	GO:0004601	peroxidase activity	MF
Solyc01g009410	GO:0006979	response to oxidative stress	BP
Solyc01g009410	GO:0020037	heme binding	MF
Solyc01g009410	GO:0055114	oxidoreductase process	MF
Solyc01g009420	GO:0003824	catalytic activity	MF
Solyc01g009420	GO:0050662	(OBSOLETE) coenzyme binding	
Solyc01g009440	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g009440	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g009443	GO:0004222	metalloendopeptidase activity	MF
Solyc01g009470	GO:0003950	NAD+ ADP-ribosyltransferase activity	MF
Solyc01g009510	GO:0003700	DNA-binding transcription factor activity	MF
Solyc01g009510	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g009600	GO:0008168	methyltransferase activity	MF
Solyc01g009610	GO:0004864	protein phosphatase inhibitor activity	MF
Solyc01g009610	GO:0009966	regulation of signal transduction	BP
Solyc01g009610	GO:0043666	regulation of phosphoprotein phosphatase activity	BP
Solyc01g009620	GO:0003729	mRNA binding	MF
Solyc01g009620	GO:0005849	mRNA cleavage factor complex	CC
Solyc01g009620	GO:0006378	mRNA polyadenylation	BP
Solyc01g009630	GO:0003729	mRNA binding	MF
Solyc01g009630	GO:0005849	mRNA cleavage factor complex	CC
Solyc01g009630	GO:0006378	mRNA polyadenylation	BP
Solyc01g009640	GO:0004650	polygalacturonase activity	MF
Solyc01g009640	GO:0005975	carbohydrate metabolic process	BP
Solyc01g009690	GO:0005515	protein binding	MF
Solyc01g009700	GO:0005515	protein binding	MF
Solyc01g009810	GO:0005515	protein binding	MF
Solyc01g009860	GO:0003677	DNA binding	MF
Solyc01g009860	GO:0006355	regulation of DNA-templated transcription	BP
Solyc01g009870	GO:0006629	lipid metabolic process	BP
Solyc01g009870	GO:0008081	phosphoric diester hydrolase activity	MF
Solyc01g009880	GO:0000145	exocyst	CC
Solyc01g009880	GO:0006887	exocytosis	BP
Solyc01g009890	GO:0009055	electron transfer activity	MF
Solyc01g009890	GO:0015035	protein-disulfide reductase activity	MF
Solyc01g009890	GO:0045454	cell redox homeostasis	BP
Solyc01g009900	GO:0009055	electron transfer activity	MF
Solyc01g009900	GO:0015035	protein-disulfide reductase activity	MF
Solyc01g009900	GO:0045454	cell redox homeostasis	BP
Solyc01g009910	GO:0009055	electron transfer activity	MF
Solyc01g009910	GO:0015035	protein-disulfide reductase activity	MF
Solyc01g009910	GO:0045454	cell redox homeostasis	BP
Solyc01g009930	GO:0005515	protein binding	MF
Solyc01g009935	GO:0009733	response to auxin	BP
Solyc01g009940	GO:0016787	hydrolase activity	MF
Solyc01g009960	GO:0006631	fatty acid metabolic process	BP
Solyc01g009960	GO:0045300	acyl-[acyl-carrier-protein] desaturase activity	MF
Solyc01g009960	GO:0055114	oxidoreductase process	MF
Solyc01g009970	GO:0016787	hydrolase activity	MF
Solyc01g009990	GO:0000413	protein peptidyl-prolyl isomerization	BP
Solyc01g009990	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	MF
Solyc01g010020	GO:0005509	calcium ion binding	MF
Solyc01g010030	GO:0004672	protein kinase activity	MF
Solyc01g010030	GO:0005524	ATP binding	MF
Solyc01g010030	GO:0006468	protein phosphorylation	BP
Solyc01g010050	GO:0004014	adenosylmethionine decarboxylase activity	MF
